,0
2998,0
2999,1
3000,0
3001,0
3002,1
3003,1
3004,0
3005,0
3006,0
3007,1
3008,0
3009,1
3010,1
3011,0
3012,0
3013,0
3014,1
3015,0
3016,0
3017,1
3018,0
3019,0
3020,0
3021,0
3022,0
3023,1
3024,0
3025,0
3026,0
3027,0
3028,0
3029,1
3030,0
3031,0
3032,0
3033,1
3034,1
3035,1
3036,0
3037,0
3038,0
3039,1
3040,1
3041,0
3042,0
3043,0
3044,0
3045,0
3046,0
3047,0
3048,0
3049,0
3050,1
3051,0
3052,1
3053,0
3054,0
3055,0
3056,1
3057,0
3058,0
3059,0
3060,1
3061,1
3062,0
3063,0
3064,0
3065,0
3066,1
3067,0
3068,0
3069,1
3070,1
3071,1
3072,1
3073,1
3074,0
3075,0
3076,0
3077,1
3078,0
3079,0
3080,0
3081,0
3082,0
3083,1
3084,0
3085,1
3086,0
3087,0
3088,1
3089,0
3090,0
3091,0
3092,0
3093,0
3094,0
3095,0
3096,0
3097,1
3098,0
3099,0
3100,0
3101,1
3102,0
3103,0
3104,1
3105,0
3106,0
3107,0
3108,1
3109,1
3110,0
3111,1
3112,0
3113,1
3114,1
3115,0
3116,1
3117,0
3118,1
3119,0
3120,1
3121,0
3122,1
3123,0
3124,0
3125,0
3126,0
3127,0
3128,0
3129,0
3130,0
3131,0
3132,0
3133,0
3134,1
3135,0
3136,1
3137,0
3138,1
3139,1
3140,1
3141,1
3142,0
3143,1
3144,1
3145,1
3146,0
3147,1
3148,1
3149,1
3150,0
3151,1
3152,0
3153,0
3154,0
3155,1
3156,0
3157,0
3158,1
3159,0
3160,0
3161,0
3162,1
3163,0
3164,0
3165,0
3166,0
3167,0
3168,1
3169,1
3170,0
3171,0
3172,0
3173,0
3174,0
3175,1
3176,1
3177,1
3178,0
3179,1
3180,1
3181,0
3182,1
3183,0
3184,0
3185,0
3186,1
3187,1
3188,0
3189,0
3190,0
3191,0
3192,0
3193,0
3194,0
3195,1
3196,0
3197,0
3198,1
3199,0
3200,0
3201,0
3202,0
3203,1
3204,1
3205,0
3206,1
3207,1
3208,0
3209,0
3210,0
3211,0
3212,0
3213,1
3214,0
3215,0
3216,1
3217,0
3218,0
3219,1
3220,1
3221,1
3222,1
3223,1
3224,0
3225,0
3226,0
3227,0
3228,0
3229,0
3230,1
3231,1
3232,0
3233,0
3234,0
3235,1
3236,0
3237,0
3238,1
3239,0
3240,0
3241,0
3242,0
3243,0
3244,0
3245,1
3246,0
3247,0
3248,1
3249,1
3250,1
3251,1
3252,0
3253,1
3254,1
3255,0
3256,0
3257,0
3258,0
3259,1
3260,0
3261,0
3262,0
3263,1
3264,0
3265,1
3266,0
3267,0
3268,0
3269,1
3270,0
3271,0
3272,1
3273,0
3274,1
3275,0
3276,0
3277,0
3278,0
3279,1
3280,1
3281,1
3282,0
3283,1
3284,0
3285,1
3286,1
3287,0
3288,0
3289,0
3290,0
3291,0
3292,0
3293,1
3294,0
3295,1
3296,1
3297,1
3298,0
3299,0
3300,0
3301,1
3302,0
3303,0
3304,0
3305,1
3306,0
3307,0
3308,0
3309,1
3310,1
3311,0
3312,0
3313,0
3314,1
3315,1
3316,0
3317,0
3318,0
3319,0
3320,0
3321,0
3322,0
3323,0
3324,1
3325,1
3326,0
3327,1
3328,1
3329,0
3330,0
3331,0
3332,0
3333,0
3334,0
3335,0
3336,0
3337,0
3338,1
3339,0
3340,0
3341,1
3342,0
3343,0
3344,0
3345,1
3346,0
3347,0
3348,1
3349,1
3350,0
3351,1
3352,0
3353,0
3354,0
3355,1
3356,0
3357,0
3358,1
3359,0
3360,0
3361,0
3362,1
3363,0
3364,1
3365,1
3366,0
3367,0
3368,0
3369,1
3370,0
3371,0
3372,0
3373,0
3374,0
3375,0
3376,1
3377,0
3378,1
3379,0
3380,0
3381,0
3382,0
3383,1
3384,1
3385,1
3386,1
3387,0
3388,1
3389,0
3390,1
3391,0
3392,0
3393,0
3394,0
3395,0
3396,0
3397,0
3398,0
3399,1
3400,1
3401,0
3402,1
3403,1
3404,0
3405,1
3406,0
3407,0
3408,1
3409,0
3410,0
3411,0
3412,0
3413,0
3414,1
3415,0
3416,0
3417,0
3418,0
3419,0
3420,0
3421,1
3422,1
3423,0
3424,0
3425,0
3426,0
3427,0
3428,0
3429,0
3430,1
3431,0
3432,0
3433,0
3434,0
3435,0
3436,1
3437,0
3438,0
3439,0
3440,0
3441,0
3442,0
3443,0
3444,0
3445,1
3446,0
3447,1
3448,0
3449,0
3450,1
3451,0
3452,1
3453,1
3454,0
3455,1
3456,0
3457,0
3458,0
3459,0
3460,1
3461,1
3462,1
3463,0
3464,1
3465,0
3466,0
3467,0
3468,1
3469,0
3470,0
3471,1
3472,0
3473,0
3474,1
3475,0
3476,0
3477,0
3478,0
3479,0
3480,0
3481,0
3482,1
3483,0
3484,0
3485,0
3486,1
3487,0
3488,0
3489,1
3490,0
3491,0
3492,1
3493,0
3494,0
3495,0
3496,1
3497,0
3498,1
3499,1
3500,0
3501,1
3502,0
3503,0
3504,1
3505,0
3506,1
3507,0
3508,0
3509,0
3510,0
3511,1
3512,0
3513,1
3514,0
3515,0
3516,0
3517,0
3518,0
3519,0
3520,0
3521,0
3522,1
3523,0
3524,1
3525,0
3526,1
3527,1
3528,0
3529,1
3530,1
3531,0
3532,0
3533,0
3534,1
3535,0
3536,0
3537,0
3538,0
3539,0
3540,0
3541,0
3542,1
3543,0
3544,0
3545,0
3546,1
3547,1
3548,0
3549,1
3550,0
3551,0
3552,0
3553,0
3554,0
3555,1
3556,0
3557,1
3558,0
3559,1
3560,0
3561,0
3562,0
3563,1
3564,0
3565,1
3566,0
3567,0
3568,0
3569,0
3570,0
3571,0
3572,0
3573,0
3574,1
3575,0
3576,1
3577,0
3578,0
3579,0
3580,1
3581,0
3582,0
3583,0
3584,0
3585,1
3586,1
3587,1
3588,0
3589,0
3590,0
3591,1
3592,1
3593,0
3594,0
3595,0
3596,0
3597,1
3598,1
3599,0
3600,0
3601,0
3602,1
3603,0
3604,0
3605,0
3606,0
3607,0
3608,0
3609,1
3610,1
3611,0
3612,1
3613,0
3614,0
3615,0
3616,1
3617,0
3618,0
3619,0
3620,0
3621,0
3622,1
3623,1
3624,1
3625,0
3626,0
3627,1
3628,1
3629,0
3630,1
3631,0
3632,0
3633,0
3634,1
3635,1
3636,0
3637,0
3638,0
3639,1
3640,0
3641,0
3642,1
3643,0
3644,0
3645,0
3646,0
3647,0
3648,0
3649,0
3650,0
3651,0
3652,0
3653,0
3654,0
3655,0
3656,0
3657,1
3658,0
3659,0
3660,0
3661,0
3662,0
3663,0
3664,1
3665,1
3666,0
3667,1
3668,0
3669,0
3670,0
3671,0
3672,0
3673,1
3674,1
3675,1
3676,0
3677,0
3678,1
3679,0
3680,0
3681,0
3682,0
3683,0
3684,1
3685,1
3686,0
3687,0
3688,1
3689,0
3690,1
3691,1
3692,0
3693,1
3694,0
3695,1
3696,0
3697,1
3698,1
3699,0
3700,0
3701,0
3702,0
3703,0
3704,0
3705,0
3706,0
3707,0
3708,1
3709,1
3710,1
3711,0
3712,0
3713,0
3714,0
3715,1
3716,0
3717,0
3718,0
3719,0
3720,1
3721,0
3722,0
3723,0
3724,0
3725,0
3726,1
3727,0
3728,0
3729,0
3730,0
3731,1
3732,0
3733,0
3734,0
3735,1
3736,0
3737,1
3738,0
3739,0
3740,0
3741,1
3742,0
3743,0
3744,0
3745,0
3746,1
3747,1
3748,0
3749,0
3750,0
3751,0
3752,0
3753,0
3754,0
3755,0
3756,0
3757,0
3758,0
3759,0
3760,0
3761,0
3762,0
3763,1
3764,1
3765,1
3766,0
3767,0
3768,0
3769,0
3770,1
3771,0
3772,0
3773,0
3774,0
3775,0
3776,0
3777,0
3778,1
3779,1
3780,0
3781,0
3782,0
3783,1
3784,0
3785,1
3786,1
3787,1
3788,1
3789,0
3790,1
3791,1
3792,1
3793,1
3794,0
3795,1
3796,1
3797,1
3798,0
3799,0
3800,0
3801,1
3802,0
3803,0
3804,1
3805,1
3806,0
3807,0
3808,0
3809,0
3810,1
3811,0
3812,1
3813,0
3814,1
3815,0
3816,0
3817,1
3818,0
3819,1
3820,0
3821,0
3822,0
3823,0
3824,0
3825,0
3826,1
3827,1
3828,1
3829,0
3830,0
3831,0
3832,0
3833,1
3834,0
3835,0
3836,0
3837,0
3838,1
3839,0
3840,1
3841,0
3842,0
3843,0
3844,1
3845,1
3846,1
3847,1
3848,0
3849,0
3850,0
3851,0
3852,1
3853,0
3854,0
3855,0
3856,1
3857,0
3858,0
3859,0
3860,0
3861,1
3862,0
3863,1
3864,0
3865,0
3866,0
3867,1
3868,0
3869,1
3870,1
3871,1
3872,0
3873,0
3874,0
3875,0
3876,0
3877,0
3878,1
3879,0
3880,0
3881,1
3882,0
3883,1
3884,0
3885,0
3886,0
3887,0
3888,1
3889,0
3890,0
3891,1
3892,0
3893,1
3894,1
3895,0
3896,1
3897,0
3898,0
3899,1
3900,0
3901,1
3902,0
3903,0
3904,0
3905,0
3906,0
3907,0
3908,0
3909,1
3910,0
3911,0
3912,1
3913,1
3914,1
3915,1
3916,0
3917,0
3918,1
3919,0
3920,1
3921,0
3922,0
3923,0
3924,0
3925,1
3926,1
3927,0
3928,0
3929,1
3930,0
3931,0
3932,0
3933,1
3934,0
3935,1
3936,1
3937,1
3938,0
3939,1
3940,1
3941,0
3942,1
3943,1
3944,1
3945,0
3946,0
3947,0
3948,0
3949,0
3950,0
3951,1
3952,0
3953,1
3954,0
3955,0
3956,1
3957,0
3958,1
3959,0
3960,0
3961,1
3962,1
3963,1
3964,0
3965,1
3966,0
3967,1
3968,0
3969,0
3970,0
3971,0
3972,1
3973,0
3974,0
3975,1
3976,0
3977,1
3978,0
3979,1
3980,0
3981,0
3982,0
3983,0
3984,0
3985,1
3986,1
3987,0
3988,0
3989,1
3990,0
3991,0
3992,0
3993,1
3994,0
3995,0
3996,0
3997,0
3998,0
3999,0
4000,0
4001,0
4002,0
4003,0
4004,1
4005,0
4006,1
4007,1
4008,0
4009,0
4010,1
4011,0
4012,0
4013,0
4014,1
4015,0
4016,0
4017,0
4018,0
4019,0
4020,0
4021,1
4022,0
4023,0
4024,0
4025,0
4026,1
4027,1
4028,1
4029,0
4030,0
4031,0
4032,0
4033,0
4034,1
4035,1
4036,0
4037,0
4038,1
4039,1
4040,0
4041,0
4042,1
4043,0
4044,1
4045,1
4046,0
4047,0
4048,0
4049,0
4050,1
4051,0
4052,0
4053,1
4054,0
4055,0
4056,0
4057,0
4058,1
4059,0
4060,0
4061,1
4062,0
4063,0
4064,0
4065,1
4066,0
4067,0
4068,0
4069,1
4070,0
4071,1
4072,0
4073,1
4074,0
4075,0
4076,1
4077,0
4078,0
4079,1
4080,0
4081,0
4082,0
4083,1
4084,0
4085,0
4086,1
4087,1
4088,0
4089,1
4090,0
4091,0
4092,0
4093,1
4094,0
4095,1
4096,0
4097,1
4098,0
4099,0
4100,1
4101,0
4102,0
4103,1
4104,0
4105,0
4106,0
4107,0
4108,0
4109,0
4110,1
4111,1
4112,0
4113,1
4114,0
4115,0
4116,0
4117,0
4118,1
4119,0
4120,0
4121,0
4122,1
4123,0
4124,0
4125,0
4126,1
4127,0
4128,0
4129,0
4130,0
4131,0
4132,0
4133,0
4134,0
4135,0
4136,1
4137,0
4138,0
4139,1
4140,0
4141,1
4142,1
4143,0
4144,0
4145,0
4146,0
4147,0
4148,0
4149,0
4150,1
4151,0
4152,1
4153,0
4154,0
4155,0
4156,0
4157,1
4158,0
4159,0
4160,0
4161,0
4162,1
4163,0
4164,0
4165,0
4166,1
4167,0
4168,1
4169,1
4170,0
4171,0
4172,0
4173,0
4174,0
4175,0
4176,1
4177,1
4178,1
4179,0
4180,0
4181,0
4182,0
4183,0
4184,0
4185,0
4186,0
4187,0
4188,0
4189,1
4190,0
4191,0
4192,0
4193,0
4194,0
4195,0
4196,0
4197,1
4198,0
4199,0
